2007.0,1,1,-1,
2012.0,1,1,-1,
2017.0,1,1,-1,
2007.0,1,2,-1,
2012.0,1,2,-1,
2017.0,1,2,-1,
2007.0,1,0,-1,
2012.0,1,0,-1,
2017.0,1,0,-1,
2007.0,1,4,-1,
2012.0,1,4,-1,
2017.0,1,4,-1,
2007.0,1,5,-1,
2012.0,1,5,-1,
2017.0,1,5,-1,
2007.0,1,6,-1,
2012.0,1,6,-1,
2017.0,1,6,1,
2007.0,1,7,-1,
2012.0,1,7,1,
2017.0,1,7,1,
2007.0,1,8,1,
2012.0,1,8,1,
2017.0,1,8,-1,
2007.0,1,9,-1,
2012.0,1,9,-1,
2017.0,1,9,-1,
2007.0,1,10,1,
2012.0,1,10,1,
2017.0,1,10,-1,
2007.0,1,11,-1,
2012.0,1,11,-1,
2017.0,1,11,1,
2007.0,1,12,-1,
2012.0,1,12,-1,
2007.0,2,1,1,
2012.0,2,1,1,
2017.0,2,1,1,
2017.0,2,1,1,
2007.0,2,2,-1,
2012.0,2,2,1,
2017.0,2,2,-1,
2007.0,2,0,-1,
2012.0,2,0,1,
2017.0,2,0,-1,
2007.0,2,4,-1,
2012.0,2,4,-1,
2017.0,2,4,-1,
2007.0,2,5,-1,
2012.0,2,5,-1,
2017.0,2,5,-1,
2007.0,2,6,-1,
2012.0,2,6,-1,
2017.0,2,6,-1,
2007.0,2,7,-1,
2012.0,2,7,-1,
2017.0,2,7,-1,
2007.0,2,8,-1,
2012.0,2,8,-1,
2017.0,2,8,-1,
2007.0,2,9,-1,
2012.0,2,9,-1,
2017.0,2,9,-1,
2007.0,2,10,-1,
2012.0,2,10,-1,
2017.0,2,10,-1,
2007.0,2,11,-1,
2012.0,2,11,1,
2017.0,2,11,-1,
2007.0,2,12,1,
2012.0,2,12,1,
2007.0,3,1,-1,
2012.0,3,1,-1,
2017.0,3,1,-1,
2007.0,3,2,-1,
2012.0,3,2,-1,
2017.0,3,2,-1,
2007.0,3,0,-1,
2012.0,3,0,-1,
2017.0,3,0,-1,
2007.0,3,4,-1,
2012.0,3,4,-1,
2017.0,3,4,-1,
2007.0,3,5,-1,
2012.0,3,5,-1,
2017.0,3,5,-1,
2007.0,3,6,-1,
2012.0,3,6,-1,
2017.0,3,6,-1,
2007.0,3,7,-1,
2012.0,3,7,-1,
2017.0,3,7,-1,
2007.0,3,8,-1,
2012.0,3,8,-1,
2017.0,3,8,1,
2007.0,3,9,1,
2012.0,3,9,1,
2017.0,3,9,1,
2007.0,3,10,1,
2012.0,3,10,1,
2017.0,3,10,1,
2007.0,3,11,1,
2012.0,3,11,1,
2017.0,3,11,1,
2007.0,3,12,-1,
2012.0,3,12,1,
2007.0,4,1,1,
2012.0,4,1,-1,
2017.0,4,1,1,
2007.0,4,2,1,
2012.0,4,2,-1,
2017.0,4,2,1,
2007.0,4,0,-1,
2012.0,4,0,-1,
2017.0,4,0,1,
2007.0,4,4,-1,
2012.0,4,4,-1,
2017.0,4,4,-1,
2007.0,4,5,-1,
2012.0,4,5,-1,
2017.0,4,5,1,
2007.0,4,6,-1,
2012.0,4,6,1,
2017.0,4,6,1,
2007.0,4,7,1,
2012.0,4,7,1,
2017.0,4,7,-1,
2007.0,4,8,-1,
2012.0,4,8,-1,
2017.0,4,8,-1,
2007.0,4,9,-1,
2012.0,4,9,-1,
2017.0,4,9,-1,
2007.0,4,10,1,
2012.0,4,10,-1,
2017.0,4,10,-1,
2007.0,4,11,1,
2012.0,4,11,1,
2017.0,4,11,1,
2007.0,4,12,-1,
2012.0,4,12,1,
2007.0,5,1,1,
2012.0,5,1,1,
2017.0,5,1,1,
2007.0,5,2,1,
2012.0,5,2,1,
2017.0,5,2,1,
2007.0,5,0,1,
2012.0,5,0,1,
2017.0,5,0,1,
2007.0,5,4,1,
2012.0,5,4,1,
2017.0,5,4,1,
2007.0,5,5,1,
2012.0,5,5,1,
2017.0,5,5,1,
2007.0,5,6,1,
2012.0,5,6,1,
2017.0,5,6,1,
2007.0,5,7,1,
2012.0,5,7,1,
2017.0,5,7,1,
2007.0,5,8,-1,
2012.0,5,8,-1,
2017.0,5,8,-1,
2007.0,5,9,-1,
2012.0,5,9,-1,
2017.0,5,9,-1,
2007.0,5,10,-1,
2012.0,5,10,-1,
2017.0,5,10,-1,
2007.0,5,11,-1,
2012.0,5,11,1,
2017.0,5,11,1,
2007.0,5,12,1,
2012.0,5,12,1,
2007.0,6,1,1,
2012.0,6,1,1,
2017.0,6,1,1,
2007.0,6,2,-1,
2012.0,6,2,1,
2017.0,6,2,-1,
2007.0,6,0,-1,
2012.0,6,0,-1,
2017.0,6,0,-1,
2007.0,6,4,-1,
2012.0,6,4,-1,
2017.0,6,4,-1,
2007.0,6,5,-1,
2012.0,6,5,-1,
2017.0,6,5,-1,
2007.0,6,6,-1,
2012.0,6,6,-1,
2017.0,6,6,-1,
2007.0,6,7,-1,
2012.0,6,7,1,
2017.0,6,7,-1,
2007.0,6,8,1,
2012.0,6,8,1,
2017.0,6,8,1,
2007.0,6,9,1,
2012.0,6,9,1,
2017.0,6,9,1,
2007.0,6,10,1,
2012.0,6,10,-1,
2017.0,6,10,1,
2007.0,6,11,-1,
2012.0,6,11,1,
2017.0,6,11,1,
2007.0,6,12,-1,
2012.0,6,12,1,
2007.0,24,1,-1,
2012.0,24,1,-1,
2017.0,24,1,-1,
2007.0,24,2,-1,
2012.0,24,2,-1,
2017.0,24,2,-1,
2007.0,24,0,-1,
2012.0,24,0,-1,
2017.0,24,0,-1,
2007.0,24,4,-1,
2012.0,24,4,-1,
2017.0,24,4,-1,
2007.0,24,5,-1,
2012.0,24,5,-1,
2017.0,24,5,-1,
2007.0,24,6,-1,
2012.0,24,6,-1,
2017.0,24,6,-1,
2007.0,24,7,-1,
2012.0,24,7,-1,
2017.0,24,7,1,
2007.0,24,8,1,
2012.0,24,8,1,
2017.0,24,8,1,
2007.0,24,9,1,
2012.0,24,9,1,
2017.0,24,9,1,
2007.0,24,10,-1,
2012.0,24,10,-1,
2017.0,24,10,1,
2007.0,24,11,-1,
2012.0,24,11,-1,
2017.0,24,11,-1,
2007.0,24,12,-1,
2012.0,24,12,-1,
2007.0,23,1,-1,
2012.0,23,1,-1,
2017.0,23,1,-1,
2007.0,23,2,-1,
2012.0,23,2,-1,
2017.0,23,2,-1,
2007.0,23,0,-1,
2012.0,23,0,1,
2017.0,23,0,-1,
2007.0,23,4,-1,
2012.0,23,4,1,
2017.0,23,4,-1,
